Length of List, Number Of Sorts, Variance
2400,1350,0.00022098611505939146
2400,1400,0.0004481805055889847
2400,1450,0.00035083203234519513
2400,1500,0.00024898669290237326
2400,1550,0.0003514662929841899
2400,1600,0.0003305700703012371
2400,1650,0.00043095033953680464
2400,1700,0.00025799825800178287
2400,1750,0.000264203824142108
2400,1800,0.0004294722570424288
2400,1850,0.0003540385223763254
2400,1900,0.0003741636849650272
2400,1950,0.0002687608470389844
2400,2000,0.00033822882013760094
2400,2050,0.00026956478578651753
2400,2100,0.0003220780703360351
2400,2150,0.00020996161554249137
2400,2200,0.00023320457251848142
2400,2250,0.0002508010282669712
2400,2300,0.00019824778264084986
2400,2350,0.00013997969179477005
2400,2400,0.00023294883615462698
2400,2450,0.00018754616948391727
2400,2500,0.0004334053473640663
2600,50,0.000481835241868404
2600,100,0.0007143584553861967
2600,150,0.000942459859622811
2600,200,0.000858916231012647
2600,250,0.0008492650514646705
2600,300,0.0006721090918046929
2600,350,0.0005109192194312759
2600,400,0.001050113968776205
2600,450,0.0003909394771818909
2600,500,0.0008576572512803566
2600,550,0.00038023101850667907
2600,600,0.0005845726344226361
2600,650,0.00045807945707747474
2600,700,0.0005005913519279779
2600,750,0.0006289768782101207
2600,800,0.00023144210917389692
2600,850,0.00032736438039480866
2600,900,0.00032652834348139895
2600,950,0.0006192060034874398
2600,1000,0.0007404482848105206
2600,1050,0.00043574573957032054
2600,1100,0.00015534712955851682
2600,1150,0.00039752930489311735
2600,1200,0.00040735795171232484
2600,1250,0.0002757093936827687
2600,1300,0.0004547469116165854
2600,1350,0.0003784071326057503
2600,1400,0.0004253882067154412
2600,1450,0.0004179049180605472
2600,1500,0.00028673021370084805
2600,1550,0.00038216693322839183
2600,1600,0.0003282561227506635
2600,1650,0.0002977691988405594
2600,1700,0.0002547320874021296
2600,1750,0.00024816828859134976
2600,1800,0.000351731352531784
2600,1850,0.00027966847719356234
2600,1900,0.0003030426657484747
2600,1950,0.0003097543108343905
2600,2000,0.00019834452805333647
2600,2050,0.00025354992163199766
2600,2100,0.00025858552167787075
2600,2150,0.0003008001197765798
2600,2200,0.00030747419261543794
2600,2250,0.0002493119973697868
2600,2300,0.0002161767335059763
2600,2350,0.0003047175562832204
2600,2400,0.00034652161018181813
2600,2450,0.0001839340839482616
2600,2500,0.00026461201381532416
2800,50,0.0021400891190399606
2800,100,0.0001878884730303386
2800,150,0.0005611602589197498
2800,200,0.0006620328779244104
2800,250,0.0005286539359724222
2800,300,0.0009019724186148704
2800,350,0.001218522469241508
2800,400,0.000794904823085826
2800,450,0.0005337009886441677
2800,500,0.0004044266968595402
2800,550,0.00047911884728343054
2800,600,0.0001454149534548654
2800,650,0.0004122727920663135
2800,700,0.00044032909107345465
2800,750,0.00044799575856703956
2800,800,0.0002952710338583959
2800,850,0.0003257057799145275
2800,900,0.00037419506467988034
2800,950,0.00045366398368569186
2800,1000,0.0005225401677840236
2800,1050,0.00028922649678377965
2800,1100,0.0006050666682591612
2800,1150,0.000435527661243082
2800,1200,0.00044622753591858256
2800,1250,0.000519165960228113
2800,1300,0.0003459314594237766
2800,1350,0.000458567175255045
2800,1400,0.0003755017159383294
2800,1450,0.0003010744440339691
2800,1500,0.0002880631404564059
2800,1550,0.00031135549050156306
2800,1600,0.00026673988679234604
2800,1650,0.00032787506214918943
2800,1700,0.00036286557840982685
2800,1750,0.0003201941149903205
2800,1800,0.000199740592434753
2800,1850,0.0003751860096638632
2800,1900,0.00022109902323794403
2800,1950,0.00029890482434930985
2800,2000,0.0004310991460871502
2800,2050,0.0003049719090513521
2800,2100,0.00024888657101333436
2800,2150,0.000330904121161973
2800,2200,0.0002014393869096855
2800,2250,0.0003504868064708792
2800,2300,0.00028193429729155386
2800,2350,0.0002608046964194331
2800,2400,0.0002747152042467866
2800,2450,0.00020613901789091378
2800,2500,0.0001487721218823393
3000,50,0.00036287552995823064
3000,100,0.0004816078104646346
3000,150,0.0007040684080064393
3000,200,0.0007703306215833638
3000,250,0.00028641320544639136
3000,300,0.0006364971116563263
3000,350,0.0001828968670839261
3000,400,0.0007790172848958986
3000,450,0.00014442664459166083
3000,500,0.0005743535310233926
3000,550,0.00021839108626689024
3000,600,0.00044438988299061254
3000,650,0.0003866618650120589
3000,700,0.00040967923332872703
3000,750,0.0004338393998322261
3000,800,0.0004892338391747213
3000,850,0.00022538420592435555
3000,900,0.000635226286165456
3000,950,0.00025494951037176306
3000,1000,0.00040425221843750085
3000,1050,0.00021341274218101202
3000,1100,0.0003250923317209712
3000,1150,0.00036310539986443634
3000,1200,0.0003643684443701835
3000,1250,0.0004389096124622036
3000,1300,0.00024384964047832408
3000,1350,0.00040612285103858094
3000,1400,0.00026850488973389445
3000,1450,0.0002665031398304449
3000,1500,0.0003545173562930539
3000,1550,0.000304059225491788
3000,1600,0.00017559649936253142
3000,1650,0.00030930478361747196
3000,1700,0.0003398909693177875
3000,1750,0.00025583200859482727
3000,1800,0.0002418185354641133
3000,1850,0.0002682894507058026
3000,1900,0.0001592982922181989
3000,1950,0.00020151428973941827
3000,2000,0.0002603026154468935
3000,2050,0.0003160498330053932
3000,2100,0.00024100824513176162
3000,2150,0.00018181169451748498
3000,2200,0.0002603794766349079
3000,2250,0.00023530809547767697
3000,2300,0.00023965998683044392
3000,2350,0.00019344256888911065
3000,2400,0.00026115463518243273
3000,2450,0.0001771785753588823
3000,2500,0.00013781719123876518
3200,50,0.0004945484364798242
3200,100,0.0004312822118550355
3200,150,0.00010338556959819312
3200,200,0.0008671551227331689
3200,250,0.0007971793437927783
3200,300,0.0004118867953874989
3200,350,0.000554336408899751
3200,400,0.0005572864404546661
3200,450,0.0005229737027403486
3200,500,0.0005473391721316345
3200,550,0.0004475383046217305
3200,600,0.000379162316553048
3200,650,0.0003974984344320615
3200,700,0.0002930385839143323
3200,750,0.0002239878278571301
3200,800,0.0004123809227988305
3200,850,0.0002850973145383248
3200,900,0.000160508513061751
3200,950,0.0003385894031695453
3200,1000,0.00040277294896443473
3200,1050,0.00047250072741165667
3200,1100,0.0002369230659275867
3200,1150,0.0004305908852352089
3200,1200,0.0005215401963797392
3200,1250,0.00040164282033759843
3200,1300,0.00029046248120500153
3200,1350,0.00026394421394059257
3200,1400,0.0005610265606607409
3200,1450,0.00031328923857341684
3200,1500,0.0003279793744625532
3200,1550,0.00025990230363054156
3200,1600,0.0002643790134072995
3200,1650,0.00020744575824315796
3200,1700,0.00033093350105168164
3200,1750,0.00033863422455642303
3200,1800,0.00034693827591850124
3200,1850,0.00024756030776474015
3200,1900,0.00030159668425377626
3200,1950,0.0001773305363631304
3200,2000,0.0003014571735741252
3200,2050,0.00015359201388102207
3200,2100,0.00017021801051297664
3200,2150,0.0001979463464011807
3200,2200,0.000254948516217068
3200,2250,0.00021487519597233323
3200,2300,0.0002514822988446974
3200,2350,0.00019483580356278386
3200,2400,0.00021818390282757043
3200,2450,0.00019961798169161629
3200,2500,0.00016779349523887322
3400,50,0.0007358513752780673
3400,100,0.0008852872614675848
3400,150,0.0008937414285224231
3400,200,0.0010739724890410911
3400,250,0.00035809278095792237
3400,300,0.0005349046643521206
3400,350,0.0006659651642573407
3400,400,0.0007261051433476088
3400,450,0.00041873148425531346
3400,500,0.0003911848796628215
3400,550,0.00026649386782984176
3400,600,0.0004707236787079114
3400,650,0.0003599316251101813
3400,700,0.0003522638716536066
3400,750,0.000330561372757533
3400,800,0.00041097051744906345
3400,850,0.00035842193379339405
3400,900,0.0004012231163563252
3400,950,0.0004592654902161085
3400,1000,0.00040649652595595235
3400,1050,0.00032569316273418745
3400,1100,0.00019175625149768147
3400,1150,0.0002564811789506556
3400,1200,0.00040219440354012116
3400,1250,0.00041070814135372487
3400,1300,0.00019065955347985806
3400,1350,0.00040849362895136967
3400,1400,0.0003332040501426788
3400,1450,0.0003004569557195806
3400,1500,0.00024888891736381307
3400,1550,0.00039527134333077764
3400,1600,0.0002465719489563879
3400,1650,0.0003974234834624375
3400,1700,0.0003483295987767875
3400,1750,0.00031466179887551147
3400,1800,0.00022418839325962647
3400,1850,0.00023213756372639913
3400,1900,0.00019050209220971632
3400,1950,0.00022771808625997759
3400,2000,0.00021833816484323967
3400,2050,0.00024209013777328785
3400,2100,0.00021274628861894017
3400,2150,0.00021388681652404094
3400,2200,0.00020945108561312232
3400,2250,0.0002294999109266707
3400,2300,0.0002016335663848898
3400,2350,0.00022738863290482946
3400,2400,0.00021692480680134
3400,2450,0.00015744374258887765
3400,2500,0.00024348976265119816
3600,50,0.00023772934614022778
3600,100,0.0005553373011500897
3600,150,0.0008635610366276625
3600,200,0.0004826732840388239
3600,250,0.00022411951621983042
3600,300,0.00023523082090907288
3600,350,0.00013763292290904278
3600,400,0.0005617471293548219
3600,450,0.000408174776148667
3600,500,0.0004369090664671195
3600,550,0.00023663405917607953
3600,600,0.0003673467588724219
3600,650,0.0005156271106913767
3600,700,0.00043106008677746286
3600,750,0.00040614304105903213
3600,800,0.00040812254505168653
3600,850,0.0005279106186197659
3600,900,0.00044388201217439966
3600,950,0.00019765851849327078
3600,1000,0.0002689663500546968
3600,1050,0.00029641759819832523
3600,1100,0.00035331575654206813
3600,1150,0.00032136459273543596
3600,1200,0.00032342895490454303
3600,1250,0.00026975026431583335
3600,1300,0.00033815138876513534
3600,1350,0.00025687598713311087
3600,1400,0.0004173787604325146
3600,1450,0.0002392019007416218
3600,1500,0.00018871618663246227
3600,1550,0.0002553219497721112
3600,1600,0.0002387264096521204
3600,1650,0.00019743370434778868
3600,1700,0.0002725708272867531
3600,1750,0.00023480102162443052
3600,1800,0.0002460101744813958
3600,1850,0.00024557494664381805
3600,1900,0.0002962891500824284
3600,1950,0.0002113915599706655
3600,2000,0.00025909632163527245
3600,2050,0.00022183573896631913
3600,2100,0.00022204063532827811
3600,2150,0.00018535562322392129
